Seccion,Casilla,Eleccion,Municipio,Distrito,Estatus,LN,Total,Partido Acción Nacional,Partido Revolucionario Institucional,Partido de la Revolución Democrática,Partido del Trabajo,Partido Verde Ecologista de México,Movimiento Ciudadano,Nueva Alianza Partido Político Nacional,Partido Demócrata,Partido Cruzada Ciudadana,MORENA,Partido Humanista  Partido Político Nacional,Partido Político Nacional  Encuentro Social,Candidato Independiente,Votos Anulados
1422,CONTIGUA 10,Diputados Locales,Monterrey,8,Acta contabilizada,693,497,217,39,5,5,36,122,7,1,2,7,9,0,38,9
1423,BASICA,Diputados Locales,Monterrey,8,Acta contabilizada,624,283,44,119,2,26,13,20,4,0,4,5,6,0,35,5
1423,CONTIGUA 1,Diputados Locales,Monterrey,8,Acta contabilizada,624,268,69,84,2,23,16,14,7,0,2,6,3,0,23,19
1423,CONTIGUA 2,Diputados Locales,Monterrey,8,Acta contabilizada,624,320,63,104,5,33,26,24,8,0,3,4,9,0,31,10
1424,BASICA,Diputados Locales,Monterrey,8,Acta contabilizada,529,267,57,116,5,17,21,15,0,0,2,2,3,0,29,0
1424,CONTIGUA 1,Diputados Locales,Monterrey,8,Acta contabilizada,529,260,47,99,2,14,21,13,6,0,0,5,5,0,38,10
1424,CONTIGUA 2,Diputados Locales,Monterrey,8,Acta contabilizada,529,250,43,100,1,17,19,13,1,1,0,4,5,0,38,8
1425,BASICA,Diputados Locales,Monterrey,8,Acta contabilizada,734,398,91,115,6,23,22,56,17,0,2,5,4,0,44,13
1425,CONTIGUA 1,Diputados Locales,Monterrey,8,Acta contabilizada,734,387,98,117,6,17,24,45,3,0,2,8,6,0,49,12
1425,CONTIGUA 2,Diputados Locales,Monterrey,8,Acta contabilizada,734,354,78,119,7,20,17,45,7,1,3,5,5,0,32,15
1425,CONTIGUA 3,Diputados Locales,Monterrey,8,Acta contabilizada,734,351,89,124,2,12,18,40,7,1,2,6,8,0,23,19
1425,CONTIGUA 4,Diputados Locales,Monterrey,8,Acta contabilizada,734,352,91,105,10,17,18,40,5,0,1,8,7,0,32,18
1426,BASICA,Diputados Locales,Monterrey,8,Acta contabilizada,692,271,67,117,7,10,23,13,7,1,1,0,4,0,0,21
1426,CONTIGUA 1,Diputados Locales,Monterrey,8,Acta contabilizada,692,272,57,108,1,8,28,20,5,1,1,6,5,0,21,11
1427,BASICA,Diputados Locales,Monterrey,8,Acta contabilizada,533,252,56,106,5,8,19,11,6,0,1,4,6,0,24,6
1427,CONTIGUA 1,Diputados Locales,Monterrey,8,Acta contabilizada,532,227,46,101,3,9,20,11,9,1,1,1,5,0,13,7
1427,CONTIGUA 2,Diputados Locales,Monterrey,8,Acta contabilizada,532,271,56,126,4,8,16,19,11,1,0,2,2,0,14,12
1428,BASICA,Diputados Locales,Monterrey,8,Acta contabilizada,731,457,173,94,6,14,17,91,7,1,2,3,7,0,34,8
1428,CONTIGUA 1,Diputados Locales,Monterrey,8,Acta contabilizada,731,486,205,63,3,8,27,105,14,2,2,11,7,0,30,9
1428,CONTIGUA 2,Diputados Locales,Monterrey,8,Acta contabilizada,730,426,188,67,3,12,20,79,5,0,0,5,8,0,27,12
1428,CONTIGUA 3,Diputados Locales,Monterrey,8,Acta contabilizada,730,463,200,78,5,12,20,78,10,0,2,4,8,0,35,11
1428,CONTIGUA 4,Diputados Locales,Monterrey,8,Acta contabilizada,730,478,177,112,4,6,22,78,9,1,2,8,10,0,43,6
1429,BASICA,Diputados Locales,Monterrey,8,Acta contabilizada,628,414,146,80,2,9,25,89,6,0,0,4,5,0,38,10
1429,CONTIGUA 1,Diputados Locales,Monterrey,8,Acta contabilizada,627,409,151,72,1,12,30,89,8,0,2,3,5,0,31,5
1429,CONTIGUA 2,Diputados Locales,Monterrey,8,Acta contabilizada,627,416,121,86,2,22,22,84,11,0,5,9,9,0,29,16
1430,BASICA,Diputados Locales,Monterrey,8,Acta contabilizada,155,102,34,29,0,2,4,14,2,3,0,1,0,0,9,4
1431,BASICA,Diputados Locales,Monterrey,8,Acta contabilizada,535,328,122,69,1,7,20,68,6,0,4,8,2,0,16,5
1431,CONTIGUA 1,Diputados Locales,Monterrey,8,Acta contabilizada,535,322,88,80,6,10,21,51,13,1,1,10,7,0,26,8
1432,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,598,294,38,169,5,15,9,12,2,0,1,6,8,9,0,20
1432,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,598,306,45,171,4,15,13,9,14,3,0,7,3,11,0,11
1432,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,598,308,38,164,9,24,7,18,7,1,1,6,7,11,0,15
1433,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,609,297,52,151,4,17,11,15,8,2,0,4,6,15,0,12
1433,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,609,302,49,159,7,10,9,18,10,1,3,1,7,18,0,10
1433,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,609,320,46,176,6,16,8,15,11,0,0,4,12,12,0,14
1434,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,678,312,53,180,7,8,8,18,10,2,6,6,0,0,0,14
1434,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,677,297,43,147,8,26,9,18,3,1,0,3,11,9,0,19
1434,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,677,298,42,163,7,21,8,19,4,1,0,1,7,12,0,13
1435,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,615,308,47,143,29,15,9,11,5,4,0,6,4,21,0,14
1435,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,615,317,46,146,29,23,13,14,9,2,1,0,5,9,0,20
1435,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,615,315,48,131,27,28,13,14,4,0,0,6,12,18,0,14
1435,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,614,316,59,136,20,23,13,15,9,0,0,3,10,16,0,12
1436,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,652,332,46,167,15,18,14,14,10,2,2,3,7,16,0,18
1436,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,652,334,36,187,10,20,16,16,10,1,7,5,6,5,0,15
1436,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,651,328,53,166,13,19,12,16,5,0,1,9,6,14,0,14
1437,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,547,256,58,109,5,21,12,12,4,0,2,1,5,19,0,8
1437,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,547,300,51,114,6,32,13,27,7,1,0,9,3,25,0,12
1437,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,546,259,51,118,5,22,10,12,8,0,1,6,6,15,0,5
1438,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,677,324,72,124,6,35,10,24,7,0,2,11,8,14,0,11
1438,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,676,108,0,0,4,26,19,20,0,0,0,7,0,23,0,9
1438,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,676,365,78,139,9,39,15,33,12,1,6,8,8,10,0,7
1439,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,593,281,46,132,1,36,18,16,3,0,5,2,3,13,0,6
1439,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,593,314,68,140,3,26,13,16,2,1,2,9,4,10,0,20
1439,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,593,290,53,128,4,29,13,16,5,2,2,4,6,18,0,10
1440,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,712,358,56,140,5,44,14,26,15,0,3,9,11,22,0,13
1440,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,711,340,78,131,11,34,14,21,2,0,2,7,11,18,0,11
1440,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,711,351,61,126,12,40,14,28,6,1,3,6,10,26,0,18
1441,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,739,356,64,151,6,40,22,18,10,0,1,6,11,11,0,16
1441,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,739,333,57,136,10,38,13,29,6,2,1,6,12,11,0,12
1441,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,739,376,85,143,4,42,16,23,8,0,2,9,12,16,0,16
1442,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,726,364,80,144,9,33,14,0,10,4,3,7,10,36,0,14
1442,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,725,336,50,143,7,26,23,25,10,1,2,9,5,23,0,12
1442,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,725,241,72,18,6,26,18,17,6,1,3,16,11,24,0,23
1443,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,711,323,56,142,2,45,12,18,3,3,1,5,13,10,0,13
1443,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,711,292,47,110,2,51,16,16,5,0,2,6,10,19,0,8
1443,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,711,357,60,139,2,43,12,17,7,2,1,9,11,26,0,28
1444,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,667,322,45,152,4,19,14,9,8,2,3,6,6,29,0,25
1444,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,667,332,43,140,5,38,27,16,8,1,2,5,8,27,0,12
1444,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,667,284,35,127,4,28,11,11,5,0,0,4,9,21,0,29
1445,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,609,320,55,155,8,22,11,27,7,1,0,2,7,15,0,10
1445,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,608,325,54,132,4,38,18,34,3,0,1,7,11,16,0,7
1446,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,676,345,41,171,7,26,12,22,8,0,2,6,13,19,0,18
1446,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,675,348,69,149,7,25,15,17,11,0,4,11,5,18,0,17
1446,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,675,343,61,139,8,30,11,30,11,1,2,10,4,28,0,8
1447,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,592,272,31,115,6,22,26,25,3,1,2,2,2,27,0,10
1447,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,592,295,47,103,4,35,19,21,10,2,0,3,13,30,0,8
1447,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,591,295,47,133,3,25,11,19,5,0,3,4,5,19,0,21
1448,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,682,329,80,95,3,32,9,33,10,3,3,7,10,39,0,5
1448,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,682,350,82,118,0,24,16,40,13,2,4,7,7,30,0,7
1448,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,682,361,96,105,8,31,11,37,9,1,2,6,4,34,0,17
1448,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,682,339,80,100,4,28,12,46,8,5,1,4,8,36,0,7
1448,CONTIGUA 4,Diputados Locales,Monterrey,1,Acta contabilizada,681,368,93,112,32,2,21,37,18,0,2,10,8,26,0,7
1448,CONTIGUA 5,Diputados Locales,Monterrey,1,Acta contabilizada,681,326,76,81,9,33,18,29,18,2,3,11,8,30,0,8
1448,CONTIGUA 6,Diputados Locales,Monterrey,1,Acta contabilizada,681,364,64,129,6,27,13,39,9,1,2,10,13,40,0,11
1448,CONTIGUA 7,Diputados Locales,Monterrey,1,Acta contabilizada,681,370,101,105,1,24,22,41,10,2,3,9,4,40,0,8
1449,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,634,290,39,94,5,39,20,31,6,1,1,8,9,23,0,14
1449,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,634,321,42,128,7,37,16,29,10,1,2,2,12,25,0,10
1449,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,634,322,49,108,7,32,19,34,9,1,2,6,11,28,0,16
1449,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,634,319,49,110,4,44,12,22,12,1,0,8,1,38,0,18
1449,CONTIGUA 4,Diputados Locales,Monterrey,1,Acta contabilizada,633,312,43,114,2,45,16,17,11,1,4,5,8,30,0,16
1450,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,692,300,52,113,2,57,16,15,12,1,2,1,8,13,0,8
1450,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,692,313,51,139,2,38,25,10,7,0,1,5,6,21,0,8
1450,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,692,318,67,120,4,38,16,20,7,0,2,2,5,27,0,10
1451,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,685,319,47,101,3,56,21,18,8,2,0,4,11,26,0,22
1451,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,685,326,35,124,6,60,18,26,5,4,1,8,10,20,0,9
1451,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,684,289,37,110,4,39,16,23,12,2,4,3,13,26,0,0
1452,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,695,344,52,153,9,35,11,24,11,1,1,4,11,21,0,11
1452,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,694,353,59,139,5,35,11,33,11,1,4,5,15,25,0,10
1452,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,694,367,58,157,6,37,17,28,8,0,3,4,14,26,0,9
1453,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,646,383,96,123,5,38,20,28,19,2,1,8,7,23,0,13
1453,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,646,399,114,107,9,45,21,37,11,2,0,4,9,27,0,13
1453,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,646,363,94,94,5,46,18,41,13,0,2,8,7,27,0,8
1453,ESPECIAL 1,Diputados Locales,Monterrey,1,Acta contabilizada,0,54,7,30,0,2,1,4,4,0,0,0,1,5,0,0
1454,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,732,404,52,169,9,34,18,56,23,3,1,9,10,20,0,0
1454,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,732,344,54,146,6,32,11,33,4,1,3,7,11,23,0,13
1454,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,731,382,67,150,6,35,11,40,11,2,5,6,8,29,0,12
1455,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,716,337,49,145,5,40,11,23,11,1,1,4,10,22,0,15
1455,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,716,343,37,172,6,30,15,15,7,1,1,5,12,9,0,33
1455,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,716,301,41,153,6,30,12,15,10,0,2,3,7,13,0,9
1455,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,715,321,38,138,3,63,16,19,5,5,3,0,5,16,0,10
1456,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,607,262,37,140,4,28,12,13,3,0,1,2,4,7,0,11
1456,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,606,258,36,147,6,21,5,5,1,1,1,6,1,11,0,17
1456,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,606,305,38,168,6,31,17,11,3,0,1,5,3,7,0,15
1456,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,606,272,32,143,4,32,13,14,4,1,2,2,1,8,0,16
1457,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,716,408,46,213,10,38,14,21,6,1,2,7,8,26,0,16
1457,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,715,380,41,243,6,23,2,21,6,0,1,7,4,15,0,11
1458,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,667,353,61,166,2,30,12,15,9,2,1,2,17,23,0,13
1458,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,667,335,63,147,3,33,16,14,3,0,5,5,5,23,0,18
1458,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,667,339,46,146,2,32,12,28,12,0,2,7,14,26,0,12
1459,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,624,280,55,110,8,24,9,21,9,1,0,6,6,24,0,7
1459,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,624,304,45,127,5,19,15,34,9,0,0,5,10,19,0,16
1459,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,623,278,47,109,5,15,17,26,8,0,3,5,10,25,0,8
1460,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,606,276,44,133,6,18,10,9,5,1,3,3,6,28,0,10
1460,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,606,290,32,134,6,17,7,31,10,0,1,4,10,22,0,16
1460,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,606,336,41,146,6,26,20,27,6,0,3,5,8,29,0,19
1461,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,566,247,33,107,4,23,10,24,5,1,1,3,6,21,0,9
1461,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,566,240,41,107,2,13,13,16,5,0,3,6,3,25,0,6
1461,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,565,250,34,121,2,16,12,14,10,1,2,3,5,20,0,10
1461,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,565,222,39,82,1,19,12,20,5,1,0,8,11,17,0,7
1462,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,573,257,38,121,5,22,12,17,1,2,1,9,7,16,0,6
1462,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,572,248,31,109,4,16,19,21,4,1,1,3,11,21,0,7
1462,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,572,276,46,125,0,28,13,19,9,2,1,8,8,8,0,9
1462,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,572,279,53,117,2,23,15,23,4,1,4,5,5,19,0,8
1463,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,631,351,83,129,7,26,15,31,8,0,1,4,9,27,0,11
1463,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,631,332,52,137,3,24,13,34,10,1,4,11,6,21,0,16
1463,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,630,316,60,131,2,29,6,23,12,0,5,6,9,20,0,13
1463,CONTIGUA 3,Diputados Locales,Monterrey,1,Acta contabilizada,630,306,59,109,4,22,22,21,10,2,4,6,10,24,0,13
1464,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,517,285,54,98,3,22,16,36,8,4,5,5,11,18,0,5
1464,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,517,260,48,109,4,8,9,24,9,0,3,5,13,12,0,16
1464,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,516,288,59,112,3,15,18,22,7,4,3,3,7,20,0,15
1465,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,618,349,81,137,3,15,15,38,9,0,2,5,5,28,0,11
1465,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,617,316,66,110,7,20,16,33,12,2,1,9,13,17,0,10
1465,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,617,267,46,103,7,23,14,33,5,0,0,0,0,21,0,15
1466,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,708,380,97,132,11,21,19,41,13,1,2,7,12,24,0,0
1466,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,707,377,67,143,5,22,22,37,13,2,0,8,11,28,0,19
1467,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,629,324,58,123,6,23,12,29,11,1,2,8,8,34,0,9
1467,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,629,372,79,115,5,34,18,42,13,1,2,3,11,41,0,8
1467,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,629,339,74,106,7,32,13,43,13,0,2,10,16,17,0,6
1468,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,651,401,85,117,2,38,27,42,15,2,4,11,8,31,0,19
1468,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,651,367,85,115,5,35,22,44,9,0,4,10,11,25,0,2
1468,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,650,364,75,120,8,23,32,34,6,3,4,8,12,29,0,10
1469,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,659,342,97,89,3,27,20,38,11,0,4,15,9,24,0,5
1469,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,659,350,93,97,4,29,20,32,8,2,2,14,8,29,0,12
1469,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,658,355,86,107,6,28,24,28,6,1,1,11,10,44,0,3
1470,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,748,428,71,154,7,37,27,41,15,3,4,3,13,38,0,15
1470,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,748,412,73,132,6,40,29,46,14,1,2,11,13,36,0,9
1470,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,747,433,66,162,4,40,31,37,11,1,5,10,16,44,0,6
1471,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,663,417,78,119,8,33,19,56,30,1,0,8,9,46,0,10
1471,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,663,400,80,112,7,34,16,38,16,3,1,13,14,57,0,9
1471,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,663,429,91,114,9,31,30,50,20,3,7,7,13,45,0,9
1472,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,617,342,37,189,6,26,19,18,6,0,0,3,8,20,0,10
1472,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,617,270,38,146,8,32,13,0,0,2,0,0,0,17,0,14
1472,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,616,328,49,182,7,26,10,3,5,0,1,5,6,16,0,18
1473,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,712,331,38,153,16,31,10,11,8,3,2,7,9,26,0,17
1473,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,712,339,50,143,8,34,21,15,7,7,2,9,8,22,0,13
1473,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,711,355,31,193,12,31,19,9,4,2,2,7,5,24,0,16
1474,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,593,265,25,152,2,20,11,0,8,1,3,2,6,28,0,7
1474,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,592,281,18,146,2,38,17,15,4,1,1,4,4,23,0,8
1474,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,592,286,33,136,3,30,9,13,5,2,4,2,6,27,0,16
1475,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,580,300,35,152,3,21,13,17,4,0,2,2,6,37,0,8
1475,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,579,277,24,153,5,19,19,11,5,1,0,3,6,17,0,14
1475,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,579,309,36,155,2,26,14,13,5,1,0,5,4,27,0,21
1476,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,626,293,48,116,0,44,4,10,3,0,0,0,5,51,0,12
1476,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,626,245,23,104,3,10,7,11,5,1,1,1,3,56,0,20
1476,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,625,288,31,126,5,21,12,11,2,0,0,3,7,57,0,13
1477,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,580,341,53,143,4,27,9,4,5,0,1,6,6,69,0,14
1477,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,579,328,46,157,2,26,8,15,7,0,1,11,3,42,0,10
1477,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,579,321,49,148,2,24,8,9,9,0,1,10,8,45,0,8
1478,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,567,337,49,156,2,22,17,28,8,2,1,6,10,30,0,6
1478,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,567,313,45,125,2,30,16,28,8,1,2,6,5,36,0,9
1478,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,567,326,43,139,7,23,9,22,7,0,1,13,12,42,0,8
1479,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,669,369,93,114,2,28,16,35,11,2,4,6,13,31,0,14
1479,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,669,369,76,118,3,28,12,39,18,1,5,10,15,40,0,4
1479,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,669,398,83,124,8,23,16,47,18,4,3,11,18,35,0,8
1480,BASICA,Diputados Locales,Monterrey,2,Acta contabilizada,647,392,71,118,5,42,24,50,18,0,5,9,20,24,0,6
1480,CONTIGUA 1,Diputados Locales,Monterrey,2,Acta contabilizada,647,348,80,110,2,30,26,37,19,0,0,7,10,19,0,8
1480,CONTIGUA 2,Diputados Locales,Monterrey,2,Acta contabilizada,647,399,88,109,4,35,22,53,14,0,1,17,10,40,0,6
1480,CONTIGUA 3,Diputados Locales,Monterrey,2,Acta contabilizada,647,391,88,107,5,26,23,51,16,1,3,10,13,37,0,11
1481,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,658,341,86,110,6,14,17,28,13,3,1,8,14,35,0,6
1481,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,657,356,95,95,9,11,15,43,15,0,4,4,17,33,0,15
1481,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,657,348,96,96,6,16,13,37,13,1,4,6,11,36,0,13
1482,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,569,311,66,119,3,14,16,19,11,0,1,7,20,25,0,10
1482,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,569,310,74,104,6,16,10,36,10,0,2,6,10,25,0,11
1482,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,568,318,68,109,4,18,13,31,10,4,6,10,9,23,0,13
1483,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,703,385,63,182,2,24,16,26,6,2,3,8,9,27,0,17
1483,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,703,386,64,159,2,31,21,27,11,1,2,5,8,34,0,21
1483,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,702,361,52,163,4,20,22,19,3,0,5,6,14,34,0,19
1484,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,704,380,62,163,4,29,23,41,8,6,0,6,7,15,0,16
1484,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,704,390,67,153,7,25,27,37,14,0,5,11,19,9,0,16
1484,CONTIGUA 2,Diputados Locales,Monterrey,1,Acta contabilizada,703,394,70,145,5,29,20,41,14,1,2,4,19,24,0,20
1485,BASICA,Diputados Locales,Monterrey,1,Acta contabilizada,750,376,73,149,9,22,31,36,17,0,3,5,9,7,0,15
1485,CONTIGUA 1,Diputados Locales,Monterrey,1,Acta contabilizada,750,412,79,147,9,25,30,49,14,0,2,12,12,14,0,19
