Seccion,Casilla,Eleccion,Municipio,Distrito,Estatus,LN,Total,Partido Acción Nacional,Partido Revolucionario Institucional,Partido de la Revolución Democrática,Partido del Trabajo,Partido Verde Ecologista de México,Movimiento Ciudadano,Nueva Alianza Partido Político Nacional,Partido Demócrata,Partido Cruzada Ciudadana,MORENA,Partido Humanista  Partido Político Nacional,Partido Político Nacional  Encuentro Social,Candidato Independiente,Votos Anulados
235,EXTRAORDINARIA 1 CONTIGUA 4,Diputados Locales,Ciénega de Flores,20,Acta contabilizada,687,326,69,112,59,8,27,9,17,4,0,6,6,0,5,4
235,EXTRAORDINARIA 2,Diputados Locales,Ciénega de Flores,20,Acta contabilizada,659,335,72,91,61,10,33,24,11,2,0,3,5,0,16,7
235,EXTRAORDINARIA 2 CONTIGUA 1,Diputados Locales,Ciénega de Flores,20,Acta contabilizada,659,302,66,98,49,7,33,19,7,2,0,3,0,0,9,9
235,EXTRAORDINARIA 2 CONTIGUA 2,Diputados Locales,Ciénega de Flores,20,Acta contabilizada,659,325,75,82,65,5,32,15,18,5,0,7,9,0,8,4
235,EXTRAORDINARIA 2 CONTIGUA 3,Diputados Locales,Ciénega de Flores,20,Acta contabilizada,659,291,52,91,43,7,32,10,21,2,0,3,10,0,10,10
235,EXTRAORDINARIA 2 CONTIGUA 4,Diputados Locales,Ciénega de Flores,20,Acta contabilizada,659,306,70,102,45,5,28,9,16,1,0,4,8,0,13,5
235,EXTRAORDINARIA 2 CONTIGUA 5,Diputados Locales,Ciénega de Flores,20,Acta contabilizada,658,322,62,112,50,8,31,20,12,2,0,2,7,0,8,8
235,EXTRAORDINARIA 3,Diputados Locales,Ciénega de Flores,20,Acta contabilizada,537,237,47,56,58,4,35,13,5,0,0,3,4,0,8,4
235,EXTRAORDINARIA 3 CONTIGUA 1,Diputados Locales,Ciénega de Flores,20,Acta contabilizada,537,274,36,76,51,6,45,15,16,1,0,5,4,0,13,6
236,BASICA,Diputados Locales,Ciénega de Flores,20,Acta contabilizada,281,129,31,18,26,6,10,8,8,0,0,5,9,0,4,4
237,BASICA,Diputados Locales,China,22,Acta contabilizada,686,479,157,107,0,0,7,9,77,2,13,3,36,40,0,28
238,BASICA,Diputados Locales,China,22,Acta contabilizada,814,525,111,163,0,1,8,15,86,1,14,5,40,51,0,30
239,BASICA,Diputados Locales,China,22,Acta contabilizada,383,251,53,80,0,1,7,2,36,0,2,2,18,30,0,20
239,CONTIGUA 1,Diputados Locales,China,22,Acta contabilizada,383,272,58,80,1,0,1,1,61,0,4,0,22,26,0,18
240,BASICA,Diputados Locales,China,22,Acta contabilizada,475,310,110,98,0,0,6,8,22,0,9,2,20,22,0,13
240,CONTIGUA 1,Diputados Locales,China,22,Acta contabilizada,474,324,97,91,0,1,4,4,38,1,9,1,30,28,0,20
241,BASICA,Diputados Locales,China,22,Acta contabilizada,415,248,79,75,2,0,3,2,32,0,8,2,13,21,0,11
241,CONTIGUA 1,Diputados Locales,China,22,Acta contabilizada,414,268,94,67,1,0,10,1,31,0,2,1,26,27,0,8
242,BASICA,Diputados Locales,China,22,Acta contabilizada,488,341,101,98,0,1,3,4,52,0,3,1,24,34,0,20
242,CONTIGUA 1,Diputados Locales,China,22,Acta contabilizada,487,324,118,80,0,3,6,3,45,0,3,1,19,33,0,13
243,BASICA,Diputados Locales,China,22,Acta contabilizada,418,298,86,85,0,0,2,4,38,0,3,0,35,21,0,24
243,CONTIGUA 1,Diputados Locales,China,22,Acta contabilizada,417,281,66,85,4,1,3,4,45,1,1,0,33,22,0,16
244,BASICA,Diputados Locales,China,22,Acta contabilizada,597,418,130,127,2,3,9,2,43,0,2,2,23,49,0,26
244,CONTIGUA 1,Diputados Locales,China,22,Acta contabilizada,597,394,131,98,1,1,16,3,38,2,6,1,24,53,0,20
245,BASICA,Diputados Locales,China,22,Acta contabilizada,671,460,111,148,0,1,12,3,47,0,3,4,42,58,0,31
245,CONTIGUA 1,Diputados Locales,China,22,Acta contabilizada,670,448,106,132,0,3,6,2,62,1,7,4,40,55,0,30
253,BASICA,Diputados Locales,China,22,Acta contabilizada,304,219,29,63,0,1,2,2,50,3,0,2,8,31,0,28
256,BASICA,Diputados Locales,China,22,Acta contabilizada,732,514,223,78,1,1,2,4,43,0,1,1,73,55,0,32
257,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,417,330,97,219,0,2,4,0,1,0,0,0,1,1,0,5
257,CONTIGUA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,417,334,111,207,3,1,3,0,0,0,0,0,0,0,0,9
258,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,704,548,195,313,3,0,14,7,2,0,0,2,2,2,0,8
258,CONTIGUA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,703,536,206,296,4,3,8,1,2,0,0,1,2,3,0,10
258,CONTIGUA 2,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,703,541,204,307,2,1,8,2,6,0,0,0,3,4,0,4
259,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,574,450,157,251,6,0,19,0,8,0,0,1,3,0,0,5
259,CONTIGUA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,574,444,137,254,9,0,10,2,14,0,0,1,9,0,0,8
260,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,542,392,138,221,6,0,10,2,2,0,0,1,6,0,0,6
260,CONTIGUA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,541,391,133,224,3,1,6,2,6,0,1,0,1,3,0,11
261,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,618,481,202,236,8,1,2,3,5,0,0,4,4,4,0,12
261,CONTIGUA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,618,475,144,295,8,1,8,3,8,0,0,0,2,2,0,4
262,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,556,456,188,242,3,0,1,1,1,0,2,0,2,1,0,15
262,CONTIGUA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,556,449,214,210,1,0,3,0,1,0,0,1,2,1,0,16
262,CONTIGUA 2,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,556,423,164,233,2,0,4,1,1,1,0,2,2,1,0,12
263,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,627,490,163,283,3,1,12,2,9,0,0,1,1,0,0,15
263,CONTIGUA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,626,469,180,257,6,1,4,0,3,1,0,1,3,0,0,13
264,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,151,110,43,55,2,4,0,0,0,0,0,0,0,0,0,6
265,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,550,393,133,221,5,13,0,1,1,1,1,0,2,1,0,14
266,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,542,392,127,243,1,3,2,1,0,0,0,1,1,0,0,13
267,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,403,297,60,229,1,2,0,0,0,0,1,1,0,0,0,3
268,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,420,336,87,218,2,11,1,0,7,0,0,1,1,0,0,8
268,CONTIGUA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,420,364,100,205,14,14,3,1,19,0,0,1,1,1,0,5
268,EXTRAORDINARIA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,539,408,81,283,1,21,5,3,0,0,1,0,0,1,0,12
269,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,488,394,175,195,1,7,0,0,0,0,0,0,0,0,0,16
270,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,655,578,293,267,1,0,1,3,0,0,0,0,0,0,0,13
271,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,410,313,84,209,5,0,0,0,0,1,0,0,0,10,0,4
271,CONTIGUA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,409,330,107,191,1,10,7,0,2,0,0,0,1,3,0,8
271,EXTRAORDINARIA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,566,489,188,258,4,4,2,0,12,0,0,1,0,0,0,20
272,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,605,480,169,266,1,13,3,2,4,0,0,2,0,0,0,20
273,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,471,382,181,191,1,1,2,0,0,0,0,0,1,0,0,5
274,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,513,442,176,237,1,1,0,0,1,0,0,0,1,0,0,25
275,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,614,490,152,321,0,0,0,1,0,1,0,0,0,2,0,13
275,EXTRAORDINARIA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,177,147,72,70,1,0,0,0,0,0,0,0,0,0,0,4
276,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,341,290,135,143,1,1,1,0,2,0,0,1,1,0,0,5
276,EXTRAORDINARIA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,623,514,224,268,1,6,0,2,1,0,0,0,0,0,0,12
277,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,443,351,114,223,1,1,1,0,1,0,0,0,0,1,0,9
277,CONTIGUA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,442,328,102,202,4,2,3,0,2,0,0,1,0,1,0,11
278,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,286,239,82,153,3,0,0,0,0,0,0,0,0,0,0,1
279,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,468,384,187,195,0,2,0,0,0,0,0,0,0,0,0,0
280,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,475,374,137,217,4,1,0,0,1,0,0,0,1,0,0,13
281,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,406,312,109,190,3,2,1,0,0,0,0,0,0,0,0,7
282,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,584,495,211,253,0,5,5,0,5,1,0,0,3,0,0,12
283,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,660,547,177,316,3,0,6,4,6,0,1,2,9,1,0,22
284,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,332,248,74,155,2,2,1,0,1,2,0,0,0,1,0,10
285,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,215,163,52,102,0,0,1,0,0,0,0,0,2,0,0,6
286,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,375,263,92,140,1,6,6,0,6,0,0,0,1,0,0,11
287,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,415,309,89,201,1,1,2,0,2,0,1,0,0,0,0,12
288,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,641,405,167,229,1,2,4,0,0,0,0,0,0,0,0,2
289,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,553,426,187,210,6,4,2,0,2,0,0,0,1,0,0,14
290,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,389,275,67,173,6,0,7,0,1,0,0,0,0,0,0,21
291,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,573,424,126,264,3,2,0,0,3,0,0,1,0,0,0,25
292,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,396,297,122,165,0,0,0,0,1,0,0,1,0,0,0,8
292,EXTRAORDINARIA 1,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,484,353,121,203,3,1,1,0,2,0,0,0,1,0,0,21
293,BASICA,Diputados Locales,Dr. Arroyo,26,Acta contabilizada,292,250,93,142,1,1,3,0,0,0,1,1,0,0,0,8
294,BASICA,Diputados Locales,Dr. Coss,22,Acta contabilizada,330,224,105,102,0,9,1,1,3,0,0,0,2,1,0,0
295,BASICA,Diputados Locales,Dr. Coss,22,Acta contabilizada,479,304,92,160,0,32,2,4,5,0,1,3,2,1,0,2
295,CONTIGUA 1,Diputados Locales,Dr. Coss,22,Acta contabilizada,478,332,133,165,1,17,2,3,1,0,0,1,0,0,0,9
296,BASICA,Diputados Locales,Dr. Coss,22,Acta contabilizada,284,189,65,89,0,2,6,0,22,0,0,0,0,0,0,5
303,BASICA,Diputados Locales,Dr. Coss,22,Acta contabilizada,800,496,209,232,0,5,2,1,22,0,6,1,1,1,0,16
304,BASICA,Diputados Locales,Dr. Coss,22,Acta contabilizada,342,230,78,132,0,0,3,4,3,0,0,0,0,1,0,9
305,BASICA,Diputados Locales,Dr. González,22,Acta contabilizada,531,355,95,114,0,101,17,9,0,0,3,0,0,12,0,4
305,CONTIGUA 1,Diputados Locales,Dr. González,22,Acta contabilizada,531,385,118,123,0,82,11,12,5,0,0,2,5,15,0,12
306,BASICA,Diputados Locales,Dr. González,22,Acta contabilizada,499,325,104,98,0,82,8,11,2,0,2,0,0,7,0,11
306,CONTIGUA 1,Diputados Locales,Dr. González,22,Acta contabilizada,499,336,113,114,0,62,14,13,0,0,1,2,3,5,0,9
307,BASICA,Diputados Locales,Dr. González,22,Acta contabilizada,716,426,110,163,4,83,28,11,1,0,0,1,2,6,0,17
308,BASICA,Diputados Locales,Dr. González,22,Acta contabilizada,247,177,45,48,2,22,9,28,0,0,2,3,3,5,0,10
309,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,548,400,27,119,3,12,2,17,182,0,0,1,1,22,0,14
309,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,548,377,21,128,0,3,4,20,142,1,1,5,1,33,0,18
309,CONTIGUA 2,Diputados Locales,Galeana,26,Acta contabilizada,547,395,35,129,4,4,1,12,146,1,0,2,2,39,0,20
310,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,619,436,29,150,1,10,7,18,174,1,0,3,5,23,0,15
310,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,618,464,35,146,2,11,8,21,185,0,0,1,4,29,0,22
311,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,604,453,32,143,2,14,2,18,189,1,0,2,9,29,0,12
311,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,604,441,34,169,1,7,2,13,164,0,1,3,9,17,0,21
311,CONTIGUA 2,Diputados Locales,Galeana,26,Acta contabilizada,604,426,28,159,1,10,2,20,163,0,2,3,2,21,0,15
311,CONTIGUA 3,Diputados Locales,Galeana,26,Acta contabilizada,604,430,46,164,0,6,4,25,136,0,0,4,11,17,0,17
312,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,508,328,96,151,0,4,5,3,16,1,0,0,7,22,0,23
312,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,507,284,62,143,0,2,5,10,17,0,0,0,12,16,0,17
312,EXTRAORDINARIA 1,Diputados Locales,Galeana,26,Acta contabilizada,513,435,188,217,1,3,6,0,4,0,0,0,4,1,0,11
313,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,665,422,152,204,1,2,2,4,29,0,2,1,0,11,0,14
314,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,222,131,7,49,2,26,2,0,25,0,2,1,0,5,0,12
315,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,386,261,26,128,0,17,6,1,44,1,0,0,1,13,0,24
316,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,393,248,24,142,1,5,2,0,37,1,0,1,2,11,0,22
316,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,393,279,33,135,9,3,0,2,48,0,0,1,0,15,0,33
317,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,609,395,61,263,1,4,0,0,32,0,0,0,1,10,0,23
318,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,380,235,35,74,9,3,5,2,39,2,0,0,7,24,0,35
318,EXTRAORDINARIA 1,Diputados Locales,Galeana,26,Acta contabilizada,612,354,64,187,7,3,3,14,31,0,0,1,4,20,0,20
319,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,731,418,153,175,0,3,3,1,31,0,0,0,1,36,0,15
320,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,409,260,78,144,1,0,0,1,7,0,0,0,1,14,0,14
320,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,409,276,66,175,2,0,0,0,16,0,0,0,0,17,0,0
320,EXTRAORDINARIA 1,Diputados Locales,Galeana,26,Acta contabilizada,344,228,79,129,5,2,0,0,6,0,0,0,1,0,0,6
321,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,495,307,75,169,1,6,2,1,38,0,0,0,1,4,0,10
321,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,494,264,72,128,0,16,1,1,30,0,0,0,2,4,0,10
321,EXTRAORDINARIA 1,Diputados Locales,Galeana,26,Acta contabilizada,323,210,31,129,4,0,17,0,4,0,0,0,3,13,0,9
322,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,650,403,89,191,16,2,6,9,32,0,1,1,4,33,0,19
322,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,649,415,88,176,8,5,6,16,47,0,1,2,5,40,0,21
323,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,353,260,98,103,0,30,5,0,6,0,1,0,1,10,0,6
323,EXTRAORDINARIA 1,Diputados Locales,Galeana,26,Acta contabilizada,598,277,28,197,5,0,12,2,0,0,0,0,0,2,0,31
324,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,277,213,1,133,0,1,3,5,47,0,0,0,0,7,0,16
325,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,515,377,7,209,2,10,0,10,90,0,2,1,2,10,0,34
325,EXTRAORDINARIA 1,Diputados Locales,Galeana,26,Acta contabilizada,227,162,2,88,0,2,1,0,45,1,0,1,2,3,0,17
326,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,610,469,12,250,1,8,4,5,165,0,1,2,5,2,0,14
326,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,609,459,15,231,0,3,1,4,153,1,0,0,5,5,0,41
327,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,398,309,11,194,1,2,1,0,37,0,1,0,3,24,0,35
328,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,538,426,165,129,1,0,1,1,115,0,1,0,0,2,0,11
328,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,537,410,164,151,0,1,0,0,83,0,0,0,1,2,0,8
329,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,378,267,101,107,1,2,2,1,36,1,0,0,0,1,0,15
329,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,378,282,108,119,0,0,3,1,32,0,0,0,1,2,0,16
329,EXTRAORDINARIA 1,Diputados Locales,Galeana,26,Acta contabilizada,575,411,187,131,1,2,5,0,40,0,0,0,1,31,0,13
330,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,215,137,33,80,0,3,0,0,3,0,0,0,0,14,0,4
331,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,318,245,92,92,1,11,0,0,15,0,0,0,0,6,0,28
332,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,393,224,43,105,0,4,7,4,19,0,0,0,1,18,0,23
333,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,208,150,8,79,0,2,1,1,12,0,0,0,1,26,0,20
334,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,434,301,65,163,0,8,1,1,31,0,0,0,0,14,0,18
334,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,433,280,73,126,1,9,0,0,32,0,1,1,0,14,0,23
335,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,372,270,22,112,2,22,1,2,69,1,1,0,6,11,0,21
336,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,548,388,14,160,2,8,1,8,154,2,1,0,1,17,0,20
337,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,227,169,15,100,0,3,2,3,27,1,0,0,0,5,0,13
338,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,268,164,8,70,0,3,5,4,56,0,0,2,0,1,0,15
339,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,250,176,20,66,1,8,2,2,63,0,0,1,2,8,0,3
340,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,510,336,16,100,2,44,2,9,128,0,1,3,4,14,0,13
340,EXTRAORDINARIA 1,Diputados Locales,Galeana,26,Acta contabilizada,372,263,66,67,0,11,4,8,70,1,0,1,6,12,0,17
341,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,293,220,12,121,0,6,1,1,56,0,0,2,0,3,0,18
342,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,473,343,18,109,0,4,2,5,107,2,1,5,6,55,0,29
342,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,473,360,14,137,0,5,2,5,82,2,0,4,5,68,0,36
343,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,628,416,159,174,2,6,0,2,21,0,1,1,1,9,0,40
343,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,627,433,132,216,0,2,1,1,25,0,0,0,1,13,0,42
343,CONTIGUA 2,Diputados Locales,Galeana,26,Acta contabilizada,627,480,136,255,2,4,3,1,41,1,0,0,1,21,0,15
344,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,304,222,28,90,0,43,4,4,21,0,0,0,3,6,0,23
345,BASICA,Diputados Locales,Galeana,26,Acta contabilizada,414,276,117,118,1,1,6,0,10,2,0,4,3,0,0,14
345,CONTIGUA 1,Diputados Locales,Galeana,26,Acta contabilizada,413,320,103,184,2,2,1,0,7,1,0,0,1,2,0,17
346,BASICA,Diputados Locales,García,20,Acta contabilizada,740,375,32,188,68,3,8,10,5,0,0,1,11,0,32,17
346,CONTIGUA 1,Diputados Locales,García,20,Acta contabilizada,740,412,47,184,60,9,5,13,5,15,0,2,4,0,53,15
346,CONTIGUA 2,Diputados Locales,García,20,Acta contabilizada,739,398,43,186,46,4,5,9,6,9,0,4,5,0,64,17
346,EXTRAORDINARIA 1,Diputados Locales,García,20,Acta contabilizada,672,302,45,143,17,7,5,13,2,18,0,3,5,0,29,15
346,EXTRAORDINARIA 1 CONTIGUA 1,Diputados Locales,García,20,Acta contabilizada,671,313,36,159,13,4,8,15,4,15,0,1,8,0,37,13
346,EXTRAORDINARIA 1 CONTIGUA 2,Diputados Locales,García,20,Acta contabilizada,671,305,51,136,12,5,12,15,6,9,0,3,5,0,37,14
346,EXTRAORDINARIA 1 CONTIGUA 3,Diputados Locales,García,20,Acta contabilizada,671,310,40,143,26,7,7,11,6,6,0,6,3,0,42,13
346,EXTRAORDINARIA 2,Diputados Locales,García,20,Acta contabilizada,609,279,29,125,20,5,13,15,4,5,0,2,4,0,53,4
346,EXTRAORDINARIA 2 CONTIGUA 1,Diputados Locales,García,20,Acta contabilizada,609,286,31,124,20,5,19,11,3,6,0,1,4,0,51,11
346,EXTRAORDINARIA 2 CONTIGUA 2,Diputados Locales,García,20,Acta contabilizada,608,265,32,124,18,6,16,5,5,7,0,3,5,0,44,0
346,EXTRAORDINARIA 2 CONTIGUA 3,Diputados Locales,García,20,Acta contabilizada,608,267,37,99,25,9,9,11,6,3,0,2,6,0,56,4
346,EXTRAORDINARIA 2 CONTIGUA 4,Diputados Locales,García,20,Acta contabilizada,608,252,29,123,14,2,6,7,6,6,0,4,6,0,38,11
347,BASICA,Diputados Locales,García,20,Acta contabilizada,706,376,45,187,35,5,12,14,8,2,0,3,8,0,39,18
347,CONTIGUA 1,Diputados Locales,García,20,Acta contabilizada,706,372,51,175,43,10,5,11,3,5,0,3,4,0,47,15
347,CONTIGUA 2,Diputados Locales,García,20,Acta contabilizada,706,329,39,162,43,0,0,21,7,3,0,3,4,0,42,5
347,CONTIGUA 3,Diputados Locales,García,20,Acta contabilizada,706,366,53,153,41,2,9,17,8,7,0,4,8,0,54,10
347,CONTIGUA 4,Diputados Locales,García,20,Acta contabilizada,706,361,45,161,43,9,10,10,11,2,0,5,6,0,46,13
347,CONTIGUA 5,Diputados Locales,García,20,Acta contabilizada,706,339,48,151,43,6,8,0,9,2,0,1,9,0,48,14
347,CONTIGUA 6,Diputados Locales,García,20,Acta contabilizada,705,339,40,134,51,5,12,19,7,7,0,3,6,0,41,14
347,CONTIGUA 7,Diputados Locales,García,20,Acta contabilizada,705,372,47,168,45,7,14,5,4,4,0,3,5,0,57,13
347,EXTRAORDINARIA 1,Diputados Locales,García,20,Acta contabilizada,702,338,51,139,41,3,5,20,4,11,0,0,5,0,49,10
347,EXTRAORDINARIA 1 CONTIGUA 1,Diputados Locales,García,20,Acta contabilizada,702,371,39,162,45,5,3,22,7,5,0,59,12,0,0,12
347,EXTRAORDINARIA 1 CONTIGUA 2,Diputados Locales,García,20,Acta contabilizada,702,375,52,151,49,8,7,17,10,3,0,3,5,0,57,13
347,EXTRAORDINARIA 1 CONTIGUA 3,Diputados Locales,García,20,Acta contabilizada,701,340,48,123,71,6,7,13,6,3,0,1,7,0,42,13
347,EXTRAORDINARIA 1 CONTIGUA 4,Diputados Locales,García,20,Acta contabilizada,701,386,45,137,66,6,11,17,13,7,0,6,8,0,62,8
347,EXTRAORDINARIA 1 CONTIGUA 5,Diputados Locales,García,20,Acta contabilizada,701,388,39,148,60,4,10,9,12,3,0,3,6,0,84,10
347,EXTRAORDINARIA 2,Diputados Locales,García,20,Acta contabilizada,692,348,55,137,53,8,12,8,10,5,0,1,8,0,45,6
347,EXTRAORDINARIA 2 CONTIGUA 1,Diputados Locales,García,20,Acta contabilizada,691,351,61,146,47,6,4,8,10,8,0,2,2,0,46,11
347,EXTRAORDINARIA 2 CONTIGUA 2,Diputados Locales,García,20,Acta contabilizada,691,351,62,126,62,6,2,11,6,7,0,5,5,0,46,13
347,EXTRAORDINARIA 3,Diputados Locales,García,20,Acta contabilizada,750,463,104,175,55,4,5,20,10,4,0,7,3,0,57,19
348,BASICA,Diputados Locales,García,20,Acta contabilizada,630,444,110,155,39,3,8,12,13,5,0,5,3,0,79,12
348,CONTIGUA 1,Diputados Locales,García,20,Acta contabilizada,629,422,105,131,33,7,6,24,9,6,0,8,7,0,73,13
349,BASICA,Diputados Locales,García,20,Acta contabilizada,507,280,52,123,50,6,2,6,4,1,0,1,5,0,22,8
349,CONTIGUA 1,Diputados Locales,García,20,Acta contabilizada,506,278,54,121,38,6,2,8,2,2,0,0,4,0,30,11
349,CONTIGUA 2,Diputados Locales,García,20,Acta contabilizada,506,275,40,110,55,4,2,11,2,2,0,0,5,0,33,11
350,BASICA,Diputados Locales,García,20,Acta contabilizada,629,389,76,131,58,7,6,13,12,5,0,8,4,0,57,12
350,CONTIGUA 1,Diputados Locales,García,20,Acta contabilizada,628,350,66,134,59,4,8,10,11,5,0,2,8,0,37,6
350,CONTIGUA 2,Diputados Locales,García,20,Acta contabilizada,628,388,71,127,73,8,7,13,11,5,0,7,8,0,46,12
350,CONTIGUA 3,Diputados Locales,García,20,Acta contabilizada,628,377,67,126,76,4,4,17,12,4,0,2,7,0,40,18
352,BASICA,Diputados Locales,García,20,Acta contabilizada,273,168,20,91,6,3,6,2,4,0,0,2,0,0,22,12
354,BASICA,Diputados Locales,García,20,Acta contabilizada,391,238,13,124,56,7,2,2,4,1,0,2,3,0,24,0
355,BASICA,Diputados Locales,García,20,Acta contabilizada,503,307,68,172,22,1,4,6,2,2,0,0,1,0,10,19
355,CONTIGUA 1,Diputados Locales,García,20,Acta contabilizada,503,322,63,177,37,2,2,0,3,6,0,1,1,0,7,23
356,BASICA,Diputados Locales,San Pedro Garza García,18,Acta contabilizada,528,250,69,78,0,3,22,15,5,3,3,2,24,4,14,8
